Coffee,Description,scores,valid_date,polarity_textblob,subjectivity_textblob,neg_nltk,neu_nltk,pos_nltk,compound_nltk,value_flair,score_flair,flesch,kincaid_grade,coleman_liau_index,ari,dale_chall_readability,difficult_words,text_standard,flesch_corrected,kincaid_grade_corrected,ari_corrected,dale_chall_readability_corrected,len_review
Le Cafe du,"Often imitated but never duplicated! Soleil is the real deal and continues to stand the test of time. I've been coming to this charming cafe for years and only today realized that I've never written a review for it.The staff are great as is the coffee. At some point, they switched to Equator as their roastery, which I personally enjoy very much. The baked items and prepared menu are also on point.",5.0,2018-08-20,0.42000000000000004,0.6349999999999999,0.0,0.778,0.22999999999999998,0.9676,POSITIVE,0.9998583793640137,73.78,6.5,7.82,7.3,6.32,9,6th and 7th grade,73.78,6.5,7.3,6.32,400
Le Cafe du,"We discovered this lovely cafe today. We loved it. We had the salmon sandwich and the goat cheese & red peppers sandwich. They were so fresh and delicious. The French bred was one of the best we had in San Francisco. We also had their French Rive Sud Pinot Noir to go along with our lunch. It was the perfect combination. The staff and the owners are so nice, professional and welcoming. Try to eat at on of the tables outside in the sun. You will be in for a treat!",5.0,2018-07-29,0.6166666666666667,0.45833333333333326,0.0,0.709,0.4883333333333333,0.987,POSITIVE,0.9984080195426941,87.72,3.3,4.38,2.8,5.84,10,5th and 6th grade,87.72,3.3,2.8,5.84,466
Le Cafe du,Pro: Came to watch the world up at a French cafe and the environment was amazing. Packed house.- latte is GreatCon: I asked the cashier what their best brunch option was (Sunday) and he said the tortilla espanol. So I said I'll take it. There are no prices on the menu so I find out as I pay its $16+ but I figure I'm going to be here for 2 hours so why not and the cashier suggested it as well so it must be really good. Reality check: there was no tortilla and it was the furthest thing from a Spanish dish. See picture. There's sliced French toast which tasted very undercooked and poorly made. And then there's salad and tomatoes surrounding the dish. The title of the dish was misleading and the eggs sorely undercooked. I would not recommend this dish. I didn't eat any of it.,2.0,2018-07-15,0.6666666666666666,0.3375,0.22599999999999998,0.846,0.18566666666666667,0.2788,NEGATIVE,0.9998995065689087,81.73,5.6,5.85,6.1,6.39,19,5th and 6th grade,81.73,5.6,6.1,6.39,782
Le Cafe du,The Spanish tortilla is excellent. I have to have it every time in SF. This time I called ahead while in the umber from the airport and had the driver drop me off at the cafe. It's the best,5.0,2018-06-03,0.5,0.43333333333333335,0.0,0.773,0.481,0.7783,POSITIVE,0.9998873472213745,95.37,2.4,3.11,1.7,5.74,4,4th and 5th grade,95.37,2.4,1.7,5.74,189
Ritual Coffee,"Stumbled upon this place after having brunch at Kitchen Story! My gf and I were super tired after the long drive from SJ to the city that we desperately needed a pick me up. We were walking around and yelped a few places and decided to go into this establishment! Ritual Coffee Roasters is a tiny little coffee shop located in the heart of Castro. It has a minimalistic feel to it which I digged - bright, open, and airy.I ordered the latte with soy milk and a chocolate chip cookie. The latte was very enjoyable! It had a nice sweetness to it, with a good amount of  covering of hot steamed milk. The chocolate chip cookie was also delightful. Perfect amount of sweetness and softness (the cookie is quite large so you can def share it with someone). A great combo! Can't wait to come back",4.0,2019-03-26,0.37046130952380957,0.6430687830687831,0.15,0.743,0.2994,0.9856,POSITIVE,0.9999552965164185,74.9,6.1,6.71,6.0,6.46,20,6th and 7th grade,74.9,6.1,6.0,6.46,790
Ritual Coffee,"My daughter and I asked several bystanders on the street where Ritual Coffee is in the Castro. We were so glad to find this gem! The staff were personable and helpful, and we enjoyed their cheerful humor. The coffee was so delicious, I bought a bag to talke home! Small, ambient, and welcoming space!",5.0,2019-03-20,0.5083333333333333,0.6833333333333335,0.0,0.646,0.514,0.9753,POSITIVE,0.9996225833892822,77.43,5.1,7.11,5.5,7.1,10,5th and 6th grade,77.43,5.1,5.5,7.1,300
Ritual Coffee,3/5 stars for poor value on a mocha (-1) and the non-dairy up-charge (-1). 1 x $6.25 Dandelion Mocha1 x $1.00 Oat Milk (soy and almond milk are the same $1 up-charge)Sum of the Line Items Above?1 x $7.25 Out-of-the-Door Total,3.0,2019-03-09,-0.4,0.4916666666666667,0.188,0.861,0.145,-0.1779,NEGATIVE,0.9999597072601318,55.24,15.7,6.4,20.3,6.83,3,6th and 7th grade,55.24,15.7,14.0,6.83,225
Ritual Coffee,"In a busy city with busy lives, it is a relief to know there's places like this location. It's conveniently across the gym I go to. It's so relaxing to sit, enjoy an espresso, and look out the window. Special shoutout to Joey, who works here most mornings. He's a story teller. He'll make you a drink and tell you bits about the coffee: it's region, the farmers, flavor profile.  Ritual is one of my favorite coffees in the city. Customer service here makes it feel like you're in a friend's living room",5.0,2019-03-01,0.4428571428571429,0.5285714285714286,0.0,0.791,0.2915,0.9644,POSITIVE,0.999863862991333,83.36,4.9,6.08,6.0,6.67,14,5th and 6th grade,83.36,4.9,6.0,6.67,503
Ritual Coffee,"There are many reasons I love Ritual, and it was such a treat when this location popped up in my neighborhood.  I am not an everyday coffee drinker, but when I do decide to partake, I am grateful Ritual is here!  I love supporting a local and female owned company, and the staff at my local Castro location are always fantastic!  Through all the staffing changes which is to be expected with service industry, they always seem to be staffed with kind, friendly, and knowledgeable staff.  The lovely people working here are defiantly part of my coffee Ritual!",5.0,2019-02-22,0.26041666666666663,0.4761904761904763,0.0,0.683,0.3155,0.9912,POSITIVE,0.9986302852630615,-19.54,40.3,10.47,49.7,10.75,14,12th and 13th grade,0.0,20.0,14.0,9.9,558
Ritual Coffee,"If you enjoy good coffee, friendly staff and an occasional sweet treat this is the place for you. Unlike Starbucks or Philz, this is a no frills spot - no big comfy chairs, no spot to park your laptop for hours on end. For me, I see this as a plus!",5.0,2019-02-12,0.36500000000000005,0.41250000000000003,0.248,0.64,0.536,0.8655,POSITIVE,0.9918151497840881,88.36,5.1,4.46,5.6,6.04,5,5th and 6th grade,88.36,5.1,5.6,6.04,248
Ritual Coffee,"Super cute little coffee shop if you're walking around the Castro area. My boyfriend and I were walking around the Castro and stumbled upon this little gem. It's quiet smaller than the other Ritual roasters in the city, but it's quick, easy, and convenient. ;-)",5.0,2019-01-31,0.05203703703703703,0.6208333333333333,0.0,0.803,0.301,0.8316,POSITIVE,0.9999414682388306,73.47,6.7,9.16,9.1,7.24,8,7th and 8th grade,73.47,6.7,9.1,7.24,261
Ritual Coffee,"The first review of 2019 goes to Ritual Coffee Roasters. Ritual Coffee has like 6-7 stores in SF including their roastery. I decided to try this spot in the Castro today. I looked through the list and it was expensive. I was wishy-washy until I decided to get the ""cherry bomb."" This drink is a cold drink with ice. It has tonic water, cold brew, and maraschino cherry syrup. It was created by a barista at one the Ritual SF shops. It was alright. You stir it up. It had a cherry kick with cold coffee and ice. It was interesting and $6. I have nothing better to do than amuse myself with SF cafe creations like the ""cherry bomb."" Well, keep on inventing new drinks and people will try it.",4.0,2019-01-03,-0.11420454545454543,0.6859848484848484,0.258,0.841,0.294,0.9286,NEGATIVE,0.8244935274124146,87.31,3.4,4.61,3.4,5.67,13,5th and 6th grade,87.31,3.4,3.4,5.67,689
Ritual Coffee,"I have no chance to try their coffee . The customer service really bad. The lady in the pic is so rude . She made me leave . Here's the story: I walked in with my toy poodle dog , Not even completely walked inside and she start yelling : "" you can't walk inside with the dog ""  I went outside and there is no sign shows no dogs or Service dogs only . I feel so bad for the business owner. Those people make your business went down. We don't support haters, there are already too many . She need to be fired . Won't come back.",1.0,2018-11-02,-0.2711111111111111,0.4635802469135803,0.31537499999999996,0.739,0.219,-0.9611,NEGATIVE,0.9999938011169434,86.81,3.6,4.5,3.3,0.97,3,5th and 6th grade,86.81,3.6,3.3,0.97,525
Ritual Coffee,"Great coffee. Absolute shit service and rude entitled staff. Not a single smile, thank you, or effort towards friendliness. Terrible start to the day.",1.0,2018-09-22,-0.010714285714285713,0.6234693877551021,0.42533333333333334,0.393,0.3986666666666667,-0.5747,NEGATIVE,0.9999693632125854,71.82,5.2,9.58,7.5,6.66,4,9th and 10th grade,71.82,5.2,7.5,6.66,150
Ritual Coffee,A small coffee shop in the Castro District. This is a fairly small cafe and it is mostly for those to-go coffee drinkers. Don't expect any tables or working space here! I appreciated their pride related items that were for sale here. I mostly docked a star because the barista failed to make the drink presentable :/,4.0,2018-08-29,-0.0625,0.45,0.0,0.808,0.272,0.0,NEGATIVE,0.9607733488082886,77.03,5.3,7.64,6.0,6.45,8,5th and 6th grade,77.03,5.3,6.0,6.45,316
Ritual Coffee,"Yes, Ritual is one of the better coffee chains in SF. They are experts in the craft. I must say, the folks at this location are also a bit pretentious. I asked if a specific drink could be iced, and the guy pretty much scoffed at me. Cool. Generally, I found the menu a little short, and the food items weren't as enticing as other similarly-calibrated coffee shops. But I'd be happy if this was my local spot.My husband's seasonal dandelion latte, which had a special chocolate in it, was very decadent and nice. I ended up getting the daily drip, which was fruity and a good pick me up.Tiny location with a few spots to sit for a few minutes.",3.0,2018-08-28,0.21279761904761907,0.4484962406015037,0.0,0.813,0.38916666666666666,0.97,POSITIVE,0.9359279274940491,70.84,7.7,6.49,7.6,6.97,19,7th and 8th grade,70.84,7.7,7.6,6.97,644
Ritual Coffee,"I've been here several times and each time my latte was just perfect. Sweet and creamy with great espresso, I drizzle it with honey and each sip is bliss. Really skilled and friendly baristas. I find myself going out of my way to visit this place. One of my favorites in the city.",5.0,2018-07-30,0.5041666666666667,0.5666666666666667,0.0,0.684,0.373,0.9673,POSITIVE,0.9997420907020569,86.1,3.9,5.72,4.1,5.95,6,5th and 6th grade,86.1,3.9,4.1,5.95,280
Ritual Coffee,"Cute little spot on Market Street. Great Cold brew, and a decent selection on pastries. It's just a coffee bar, so there's no lounging around here to enjoy your drinks. Like take your drink and go kind of place.  There are a few benches along the wall though. The woman working was friendly, and I was in and out. There are multiple locations. However, they're not very big yet. I hope they stay this way. Nothing worse than getting bought out by Nestle or another large corporation. I'll completely stop buying their coffee like I have with Blue Bottle.",4.0,2018-07-20,0.2422453703703704,0.5014774114774114,0.159,0.74,0.27649999999999997,0.9598,NEGATIVE,0.606901228427887,86.81,3.6,6.82,5.2,6.04,12,5th and 6th grade,86.81,3.6,5.2,6.04,554
Ritual Coffee,iced. horchata. latte with espresso. enough said.,4.0,2018-06-25,0.0,0.5,0.0,1.0,0.0,0.0,POSITIVE,0.9998218417167664,64.37,6.0,12.36,11.0,10.75,3,10th and 11th grade,64.37,6.0,11.0,9.9,49
Ritual Coffee,The best third wave coffee in SF at this takeout cafe. Near perfect vegan almond milk lattes/cappuccinos.,5.0,2018-06-06,0.525,0.425,0.0,0.655,0.3605,0.836,POSITIVE,0.9999233484268188,62.85,6.6,10.0,7.5,9.63,6,7th and 8th grade,62.85,6.6,7.5,9.63,105
Ritual Coffee,"Excellent coffee, baristas were quick, friendly and kind, and my latte came with a beautiful heart on top. I love the cards they give out with directions on making pour over coffees.",5.0,2018-03-24,0.554861111111111,0.7142857142857143,0.0,0.543,0.415,0.9648,POSITIVE,0.984700083732605,72.16,7.2,8.87,8.8,6.9,5,8th and 9th grade,72.16,7.2,8.8,6.9,182
